municipality,year,value
Samsø,2022,32.71
Silkeborg,2022,114.48
Skanderborg,2022,154.28
Skive,2022,65.95
Slagelse,2022,140.18
Solrød,2022,593.37
Sorø,2022,97.3
Stevns,2022,93.85
Struer,2022,84.49
Svendborg,2022,142.5
Syddjurs,2022,63.2
Sønderborg,2022,148.46
Thisted,2022,40.19
Tårnby,2022,646.34
Tønder,2022,28.7
Vallensbæk,2022,1735.58
Varde,2022,40.05
Vejen,2022,52.35
Vejle,2022,112.47
Vesthimmerlands,2022,47.2
Viborg,2022,68.74
Vordingborg,2022,73.15
Ærø,2022,66.87
Aabenraa,2026,62.03
Aalborg,2026,198.75
Aarhus,2026,808.47
Albertslund,2026,1251.71
Allerød,2026,392.98
Assens,2026,78.88
Ballerup,2026,1592.8
Billund,2026,50.32
Bornholm,2026,65.59
Brøndby,2026,1953.0
Brønderslev,2026,57.78
Copenhagen,2026,7408.04
Dragør,2026,790.55
Egedal,2026,368.23
Esbjerg,2026,144.43
Faaborg-Midtfyn,2026,82.59
Fanø,2026,54.45
Favrskov,2026,92.21
Faxe,2026,94.16
Fredensborg,2026,378.97
Fredericia,2026,395.37
Frederiksberg,2026,12231.15
Frederikshavn,2026,88.03
Frederikssund,2026,190.96
Furesø,2026,755.0
Gentofte,2026,2930.9
Gladsaxe,2026,2856.31
Glostrup,2026,1945.04
Greve,2026,895.93
Gribskov,2026,149.66
Guldborgsund,2026,65.54
Haderslev,2026,67.59
Halsnæs,2026,259.75
Hedensted,2026,88.26
Helsingør,2026,540.97
Herlev,2026,2654.46
Herning,2026,68.57
Hillerød,2026,258.76
Hjørring,2026,67.93
Holbæk,2026,130.03
Holstebro,2026,74.88
Horsens,2026,190.06
Hvidovre,2026,2367.25
Høje-Taastrup,2026,774.05
Hørsholm,2026,809.71
Ikast-Brande,2026,58.99
Ishøj,2026,934.23
Jammerbugt,2026,43.93
Kalundborg,2026,83.26
Kerteminde,2026,117.57
Kolding,2026,159.33
Køge,2026,248.58
Langeland,2026,40.63
Lejre,2026,125.13
Lemvig,2026,36.43
Lolland,2026,43.45
Lyngby-Taarbæk,2026,1513.17
Læsø,2026,13.73
Mariagerfjord,2026,57.85
Middelfart,2026,135.88
Morsø,2026,52.81
Norddjurs,2026,50.63
Nordfyns,2026,64.49
Nyborg,2026,117.0
Næstved,2026,125.86
Odder,2026,108.7
Odense,2026,697.93
Odsherred,2026,90.12
Randers,2026,134.54
Rebild,2026,50.34
Ringkøbing-Skjern,2026,37.52
Ringsted,2026,122.21
Roskilde,2026,437.83
Rudersdal,2026,789.73
Rødovre,2026,3697.38
Samsø,2026,31.91
Silkeborg,2026,120.91
Skanderborg,2026,159.13
Skive,2026,64.5
Slagelse,2026,142.32
Solrød,2026,624.71
Sorø,2026,100.11
Stevns,2026,95.39
Struer,2026,81.68
Svendborg,2026,144.64
Syddjurs,2026,64.33
Sønderborg,2026,149.14
Thisted,2026,39.71
Tårnby,2026,669.64
Tønder,2026,28.18
Vallensbæk,2026,1969.47
Varde,2026,39.82
Vejen,2026,52.4
Vejle,2026,116.47
Vesthimmerlands,2026,46.27
Viborg,2026,69.5
Vordingborg,2026,72.27
Ærø,2026,64.04
